Paper_ID;PreProcessed;Original
0;Third, we extend affective computer literature by introducing mouse cursor tracking as a way to assess negative emotion.;﻿third we extend affective computer literature by introduce mouse cursor tracking as a way to assess negative emotion
0;Affective computing is a research discipline that studies the development of systems and devices that can recognize, interpret, process, and simulate human affect.;﻿affective computing be a research discipline that study the development of system and device that can recognize interpret process and simulate human affect
0;Researchers have examined technologies to recognize emo- tion such as analyzing vocalics and speech, facial expressions, and blood volume pressure, to name a few.;﻿researcher have examine technology to recognize emotion such as analyze vocalic and speech facial expression and blood volume pressure to name a few
0;Specialized hardware is typically needed to assess users’ emotions.;﻿specialize hardware be typically need to assess user emotion
0;Our research suggests that affective computing researchers could also consider utilizing mouse cursor tracking to infer emotion.;﻿our research suggest that affective computing researcher could also consider utilize mouse cursor tracking to infer emotion
0;Mouse cursor tracking offers several benefits as it does not require attaching sensors to a person’s body, nor does it require the monitoring of the user’s private environment (for example, using cameras or microphones that record the environment away from the computer).;﻿mouse cursor tracking offer several benefit as it do not require attach sensor to a person body nor do it require the monitoring of the user private environment for example use camera or microphone that record the environment away from the computer
0;Fourth, our research sets the foundation for future HCI research to explore (1) how other emotions influence mouse cursor movements and (2) how emotions influence the use of other devices.;﻿fourth our research set the foundation for future hci research to explore how other emotion influence mouse cursor movement and how emotion influence the use of other device
0;Although our study was limited to the use of the computer mouse, the theories utilized in this paper apply to motor movements in general, and thus may apply to other devices including touch screens, sketch pads, in-air sensors (for example, the Microsoft Kinect®), accelerometers, and gyro- scopes.;﻿although our study be limit to the use of the computer mouse the theory utilize in this paper apply to motor movement in general and thus may apply to other device include touch screen sketch pad in air sensor for example the microsoft kinect accelerometer and gyroscope
0;Further, some of these devices provide more sophisti- cated data than mouse-cursor tracking (for example, z-location, touch pressure, motion data, and so forth), and thus may provide more in- depth information about emotions.;﻿further some of these device provide more sophisticated datum than mouse cursor tracking for example z location touch pressure motion datum and so forth and thus may provide more in depth information about emotion
0;We suggest future research in each of these areas to better understand how emotion influences the use of HCI computer input devices.;﻿we suggest future research in each of these area to better understand how emotion influence the use of hci computer input device
0;Fifth, we provide a methodology for emotion assessment that enables design science research that cannot be easily con- ducted using traditional assessments.;﻿fifth we provide a methodology for emotion assessment that enable design science research that can not be easily conduct use traditional assessment
0;Design science “ad- dresses research through the building and evaluation of artifacts”.;﻿design science address research through the building and evaluation of artifact
0;Assessing users’ reactions (for example, emotion) to artifacts is one type of evaluation.;﻿assess user reaction for example emotion to artifact be one type of evaluation
0;In some situations, however, assessing emotional responses to artifacts using traditional measures can be difficult without biasing the result.;﻿in some situation however assess emotional response to artifact use traditional measure can be difficult without bias the result
0;For example, when testing a system with live users—a stage of design science research —it is sometimes not ideal to interrupt the user interaction with a questionnaire.;﻿for example when test a system with live user a stage of design science research it be sometimes not ideal to interrupt the user interaction with a questionnaire
0;Doing so may annoy the user or yield an ineffective response rate.;﻿do so may annoy the user or yield an ineffective response rate
0;Likewise, in live interactions, it is often not feasible to attach psycho- physiological devices (for example, facial electromyography elec- trodes) to the user to observe the emotions as they occur.;﻿likewise in live interaction it be often not feasible to attach psycho physiological device for example facial electromyography elec trod to the user to observe the emotion as they occur
0;While such techniques yield valuable information in many situations, they may be invasive and decrease ecological validity in others.;﻿while such technique yield valuable information in many situation they may be invasive and decrease ecological validity in other
0;Mouse-cursor movement, however, can be monitored noninvasively (and even unbeknownst to users) to infer emotional changes.;﻿mouse cursor movement however can be monitor noninvasively and even unbeknownst to user to infer emotional change
0;As such, our research enables researchers to assess emotional reactions during live system use with fine temporal precision.;﻿as such our research enable researcher to assess emotional reaction during live system use with fine temporal precision
0;Further, in the many scenarios where traditional measures are appropriate, our research can be used to conduct multimethod emotion research to help validate the results.;﻿further in the many scenario where traditional measure be appropriate our research can be use to conduct multimethod emotion research to help validate the result
0;Finally, we contribute to e-commerce research, particularly on website morphing.;﻿finally we contribute to e commerce research particularly on website morphing
0;Website morphing is a stream of research that suggests that changing a website to meet a user’s specific needs will increase purchase intentions researchers present a pre-survey to participants to assess their preferences, and then morph a website to align it with user preference.;﻿website morphing be a stream of research that suggest that change a website to meet a user specific need will increase purchase intention researcher present a pre survey to participant to assess their preference and then morph a website to align it with user preference
0;A limitation of this approach, however, is that it is not always possible to have all users complete the pre- survey.;﻿a limitation of this approach however be that it be not always possible to have all user complete the pre survey
0;Thus, complementary methodologies are needed to dynamically detect user needs as a basis for morphing web- sites.;﻿thus complementary methodology be need to dynamically detect user need as a basis for morph web site
0;Our research helps address this need and thereby can facilitate further research in this area.;﻿our research help address this need and thereby can facilitate further research in this area
0;As one example, our research could help identify users who potentially have computer anxiety (a negative emotion) and morph the website to help alleviate that anxiety—with anxiety being a major deterrent of system use.;﻿as one example our research could help identify user who potentially have computer anxiety a negative emotion and morph the website to help alleviate that anxiety with anxiety be a major deterrent of system use
0;Our studies are not without limitations.;﻿our study be not without limitation
0;First, they only examined mousing indicators of negative emotion in goal- directed tasks.;﻿first they only examine mousing indicator of negative emotion in goal direct task
0;We have not tested the generalizability of our results in experiential tasks—that is, tasks that are rather unstructured and are primarily motivated by the interaction, not the outcome.;﻿we have not test the generalizability of our result in experiential task that is task that be rather unstructured and be primarily motivate by the interaction not the outcome
0;Second, we only explored the influence of negative emotion on two mouse movement statistics: distance and speed.;﻿second we only explore the influence of negative emotion on two mouse movement statistic distance and speed
0;However, other statistics may also indicate negative emotion.;﻿however other statistic may also indicate negative emotion
0;Third, we examined the relationships between mouse cursor movements and negative emotion using a relatively narrow age range of participants (mean age between 22 and 34.5 years).;﻿third we examine the relationship between mouse cursor movement and negative emotion use a relatively narrow age range of participant mean age between and year
0;Finally, we did not specifically explore how other dimensions of emotion—positive valence, various levels of arousal, and dominance—influence mouse cursor movements.;﻿finally we do not specifically explore how other dimension of emotion positive valence various level of arousal and dominance influence mouse cursor movement
0;Implications for Practice Analyzing mouse cursor movements to detect negative emotion has several practical implications.;﻿implication for practice analyzing mouse cursor movement to detect negative emotion have several practical implication
0;First, practitioners can use our methodology for mass-deployable usability testing to examine how different design choices influence users’ negative emotions.;﻿first practitioner can use our methodology for mass deployable usability testing to examine how different design choice influence user negative emotion
0;For example, using the method- ology described in Study 2 or 3, system designers could randomly present users with different versions of a similarly structured webpage (known as A/B testing).;﻿for example use the methodology describe in study or system designer could randomly present user with different version of a similarly structure webpage know as a b testing
0;Through moni- toring mouse cursor movements, system designers could then evaluate if one version of a webpage results in statistically different speed and distance, which may indicate that one version induced relatively greater negative emotion.;﻿through monitor mouse cursor movement system designer could then evaluate if one version of a webpage result in statistically different speed and distance which may indicate that one version induce relatively greater negative emotion
0;Based on this analysis, system designers can choose among competing design choices to improve the user experience.;﻿base on this analysis system designer can choose among compete design choice to improve the user experience
0;Further, JavaScript can continuously monitor mouse cursor movements over a user’s entire interaction with a website, allowing managers to identify real-life “failure points” in the interaction—that is, specific interaction points that cause a user to leave a site.;﻿further javascript can continuously monitor mouse cursor movement over a user entire interaction with a website allow manager to identify real life failure point in the interaction that is specific interaction point that because a user to leave a site
0;For example, a website can record the timing of an abnormal increase in distance or decrease in speed for a given webpage.;﻿for example a website can record the timing of an abnormal increase in distance or decrease in speed for a give webpage
0;Trends of increased distance and decreased speed across individuals could be identified, pos- sibly indicating that a system component induced a negative reaction.;﻿trend of increase distance and decrease speed across individual could be identify possibly indicate that a system component induce a negative reaction
0;By identifying the time and location of a possible negative emotional reaction, system designers can identify areas in a webpage that may likely need to be redesigned.;﻿by identify the time and location of a possible negative emotional reaction system designer can identify area in a webpage that may likely need to be redesign
0;Our methodology also helps build a foundation for pro- actively responding to customers’ negative reactions during website use in real time.;﻿our methodology also help build a foundation for pro actively respond to customer negative reaction during website use in real time
0;Once a negative emotional reaction has been identified through our methodology, a website can take actions to better meet a user’s needs.;﻿once a negative emotional reaction have be identify through our methodology a website can take action to better meet a user need
0;For instance, an e- commerce site can provide an opportunity for users to express their concerns after experiencing a negative emotional reac- tion to help “undo some of the negative feeling it [the system] causes”.;﻿for instance an e commerce site can provide an opportunity for user to express their concern after experience a negative emotional reaction to help undo some of the negative feeling it the system cause
0;Providing slightly apolo- getic statements is also an effective means of responding to negative emotions.;﻿provide slightly apologetic statement be also an effective mean of respond to negative emotion
0;Offering compensation (for example, additional time on a subscription) can mitigate negative encounters.;﻿offer compensation for example additional time on a subscription can mitigate negative encounter
0;Further, an explanation or offer for assistance may be an appropriate response to system failures.;﻿further an explanation or offer for assistance may be an appropriate response to system failure
0;By alleviating negative emotion through these interventions, e-commerce sites can prevent users from prematurely leaving a website before purchasing, spreading negative word of mouth, not disclosing information, or avoiding the site in the future.;﻿by alleviate negative emotion through these intervention e commerce site can prevent user from prematurely leave a website before purchasing spread negative word of mouth not disclose information or avoid the site in the future
0;Ultimately, detecting and responding to negative emotions may be an effective mechanism for improving the profitability of e-commerce companies.;﻿ultimately detect and respond to negative emotion may be an effective mechanism for improve the profitability of e commerce company
0;Detecting negative emotion is important for the design and continual improvement of websites.;﻿detect negative emotion be important for the design and continual improvement of website
0;Drawing on attentional control theory, we explained how negative emotion may influ- ence mouse cursor distance and speed.;﻿draw on attentional control theory we explain how negative emotion may influence mouse cursor distance and speed
0;In three experiments, we demonstrated that both greater cursor distance and slower average cursor speed can indicate negative emotion and that these characteristics can infer negative emotional reactions.;﻿in three experiment we demonstrate that both greater cursor distance and slower average cursor speed can indicate negative emotion and that these characteristic can infer negative emotional reaction
0;Our findings suggest that the analysis of mouse cursor move- ments may enable researchers to assess negative emotional reactions during live system use, examine emotional reactions with more temporal precision, conduct multimethod emotion research, and provide researchers and system designers with an easy to deploy, but powerful, tool to infer users’ negative emotion to create more unobtrusive affective and adaptive systems.;﻿our finding suggest that the analysis of mouse cursor movement may enable researcher to assess negative emotional reaction during live system use examine emotional reaction with more temporal precision conduct multimethod emotion research and provide researcher and system designer with an easy to deploy but powerful tool to infer user negative emotion to create more unobtrusive affective and adaptive system
